Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,I,Paphiopedilum hybrid,,Orchidales,Orchidaceae,Paphiopedilum,ZW,NL,,,75,live,,,A
2016,I,Paphiopedilum insigne,,Orchidales,Orchidaceae,Paphiopedilum,AF,TH,,10,,live,,T,D
2016,I,Paphiopedilum insigne,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,2,live,,Q,A
2016,I,Paphiopedilum insigne,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,1,1,live,,T,D
2016,I,Paphiopedilum insigne,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,2,2,live,,T,D
2016,I,Paphiopedilum insigne,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,3,3,live,,T,D
2016,I,Paphiopedilum javanicum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,5,5,live,,T,D
2016,I,Paphiopedilum javanicum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,2,2,live,,T,D
2016,I,Paphiopedilum kolopakingii,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum kolopakingii,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,10,10,live,,T,D
2016,I,Paphiopedilum kolopakingii,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,6,6,live,,T,D
2016,I,Paphiopedilum kolopakingii,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,10,,live,,T,D
2016,I,Paphiopedilum kolopakingii,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,6,6,live,,T,D
2016,I,Paphiopedilum kolopakingii,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,8,8,live,,T,D
2016,I,Paphiopedilum lawrenceanum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,9,9,live,,T,D
2016,I,Paphiopedilum lawrenceanum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,2,2,live,,T,D
2016,I,Paphiopedilum lawrenceanum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,6,6,live,,T,D
2016,I,Paphiopedilum liemianum,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,4,live,,T,D
2016,I,Paphiopedilum liemianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,D
2016,I,Paphiopedilum liemianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,2,2,live,,T,D
2016,I,Paphiopedilum liemianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,3,3,live,,T,D
2016,I,Paphiopedilum liemianum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,5,5,live,,T,D
2016,I,Paphiopedilum lowii,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,2,live,,T,D
2016,I,Paphiopedilum lowii,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,3,live,,T,A
2016,I,Paphiopedilum lowii,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,21,21,live,,T,D
2016,I,Paphiopedilum lowii,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,10,,live,,T,D
2016,I,Paphiopedilum lowii,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,15,15,live,,T,D
2016,I,Paphiopedilum lowii,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,10,10,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,CA,CN,,,10,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,2,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,5,live,,T,A
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,DE,CN,,10,,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,5,5,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,JP,CN,,,40,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,6,8,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,10,,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,5,5,live,,T,D
2016,I,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,20,20,live,,T,D
2016,I,Paphiopedilum mastersianum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,1,live,,T,A
2016,I,Paphiopedilum mastersianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum mastersianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,2,2,live,,T,D
2016,I,Paphiopedilum mastersianum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,15,15,live,,T,D
2016,I,Paphiopedilum mastersianum,,Orchidales,Orchidaceae,Paphiopedilum,US,TH,,10,,live,,T,D
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,3,live,,T,D
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,CH,CN,,,10,live,,T,D
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,4,live,,T,A
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,DE,CN,,10,,live,,T,D
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,JP,CN,,6,10,live,,T,D
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,10,10,live,,T,D
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,116,,live,,T,D
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,3,3,live,,T,D
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,18,18,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,AF,TH,,10,,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,AU,MY,,,28,live,,T,A
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,AU,MY,,,5,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,BE,TH,,15,,live,,T,A
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,DE,MY,,,100,live,,T,A
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,DE,MY,,30,30,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TH,,10,,live,,P,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TH,,153,,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,40,,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,4,4,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,FR,TH,,5,,live,,T,A
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,FR,TH,,3,,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,HK,TH,,3,,live,,P,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,,6,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,JP,MY,,,88,live,,T,A
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,JP,MY,,10,30,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,5,5,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,SG,MY,,,10,live,,T,A
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,10,10,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,US,MY,,,1041,live,,T,A
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,US,MY,,40,61,live,,T,D
2016,I,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,US,TH,,47,,live,,T,D
2016,I,Paphiopedilum ooii,,Orchidales,Orchidaceae,Paphiopedilum,JP,MY,,,5,live,,T,D
2016,I,Paphiopedilum ooii,,Orchidales,Orchidaceae,Paphiopedilum,US,MY,,3,3,live,,T,D
2016,I,Paphiopedilum papuanum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,10,10,live,,T,D
2016,I,Paphiopedilum papuanum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,20,20,live,,T,D
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,AF,TH,,15,,live,,T,D
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,2,live,,T,A
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,DE,TH,,130,,live,,T,D
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,12,12,live,,T,D
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,FR,TH,,3,,live,,T,A
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,4,4,live,,T,D
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,10,10,live,,T,D
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,11,11,live,,T,D
2016,I,Paphiopedilum parishii,,Orchidales,Orchidaceae,Paphiopedilum,US,TH,,12,,live,,T,D
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,1,live,,T,D
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,4,live,,T,A
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,2,live,,T,D
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,29,29,live,,T,D
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,10,5,live,,T,D
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,13,13,live,,T,D
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,20,20,live,,T,D
2016,I,Paphiopedilum primulinum,,Orchidales,Orchidaceae,Paphiopedilum,AF,TH,,10,,live,,T,D
2016,I,Paphiopedilum primulinum,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,8,live,,T,D
2016,I,Paphiopedilum primulinum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,D
2016,I,Paphiopedilum primulinum,,Orchidales,Orchidaceae,Paphiopedilum,FR,TH,,10,,live,,T,A
2016,I,Paphiopedilum primulinum,,Orchidales,Orchidaceae,Paphiopedilum,FR,TW,,125,,cultures,,T,A
2016,I,Paphiopedilum primulinum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,5,6,live,,T,D
2016,I,Paphiopedilum primulinum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,2,2,live,,T,D
2016,I,Paphiopedilum primulinum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,9,9,live,,T,D
2016,I,Paphiopedilum purpuratum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,6,live,,T,A
2016,I,Paphiopedilum purpuratum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum purpuratum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,2,2,live,,T,D
2016,I,Paphiopedilum purpuratum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,6,6,live,,T,D
2016,I,Paphiopedilum purpuratum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,3,3,live,,T,D
2016,I,Paphiopedilum purpuratum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,10,10,live,,T,D
2016,I,Paphiopedilum randsii,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,3,live,,T,A
2016,I,Paphiopedilum randsii,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,3,3,live,,T,D
2016,I,Paphiopedilum randsii,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,2,2,live,,T,D
2016,I,Paphiopedilum randsii,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,,10,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,AU,MY,,,17,live,,T,A
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,AU,MY,,,3,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,6,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,3,live,,T,A
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,4,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,MY,,,101,live,,T,A
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,MY,,10,10,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,60,,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,23,23,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,MY,,,90,live,,T,A
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,MY,,,10,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,30,,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,10,10,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,SG,MY,,,4,live,,T,A
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,10,10,live,,T,D
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,US,MY,,,986,live,,T,A
2016,I,Paphiopedilum rothschildianum,,Orchidales,Orchidaceae,Paphiopedilum,US,MY,,20,36,live,,T,D
2016,I,Paphiopedilum saccopetalum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,,5,live,,T,D
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,1,live,,T,D
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,3,live,,T,A
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,4,live,,T,D
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,22,,live,,T,D
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,8,8,live,,T,D
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,5,5,live,,T,D
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,60,,live,,T,D
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,5,5,live,,T,D
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,10,10,live,,T,D
2016,I,Paphiopedilum sangii,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,1,live,,T,D
2016,I,Paphiopedilum sangii,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,10,10,live,,T,D
2016,I,Paphiopedilum sangii,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,10,11,live,,T,D
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,10,live,,T,D
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TH,,50,,live,,T,D
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,2,2,live,,T,D
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,FR,TH,,5,,cultures,,T,D
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,FR,TH,,10,,live,,T,A
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,FR,TW,,125,,cultures,,T,A
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,30,,live,,T,D
2016,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,8,8,live,,T,D
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,AU,MY,,,15,live,,T,A
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,AU,MY,,,3,live,,T,D
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,1,live,,T,D
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,DE,MY,,,101,live,,T,A
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,DE,MY,,20,20,live,,T,D
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,14,14,live,,T,D
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,FR,TH,,10,,live,,T,A
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,JP,MY,,,90,live,,T,A
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,JP,MY,,13,23,live,,T,D
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,3,3,live,,T,D
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,SG,MY,,,4,live,,T,A
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,10,10,live,,T,D
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,US,MY,,,1554,live,,T,A
2016,I,Paphiopedilum stonei,,Orchidales,Orchidaceae,Paphiopedilum,US,MY,,41,70,live,,T,D
2016,I,Paphiopedilum sukhakulii,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,3,live,,T,D
2016,I,Paphiopedilum sukhakulii,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,5,live,,T,A
2016,I,Paphiopedilum sukhakulii,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,2,2,live,,T,D
2016,I,Paphiopedilum sukhakulii,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,3,3,live,,T,D
2016,I,Paphiopedilum sukhakulii,,Orchidales,Orchidaceae,Paphiopedilum,US,TH,,5,,live,,T,D
2016,I,Paphiopedilum supardii,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,2,2,live,,T,D
2016,I,Paphiopedilum supardii,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,3,3,live,,T,D
2016,I,Paphiopedilum supardii,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,3,3,live,,T,D
2016,I,Paphiopedilum supardii,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,5,10,live,,T,D
2016,I,Paphiopedilum superbiens,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,2,live,,T,A
2016,I,Paphiopedilum superbiens,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,6,6,live,,T,D
2016,I,Paphiopedilum superbiens,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,6,6,live,,T,D
2016,I,Paphiopedilum superbiens,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,3,3,live,,T,D
2016,I,Paphiopedilum superbiens,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,8,8,live,,T,D
2016,I,Paphiopedilum superbiens,,Orchidales,Orchidaceae,Paphiopedilum,US,TH,,10,,live,,T,D
2016,I,Paphiopedilum tigrinum,,Orchidales,Orchidaceae,Paphiopedilum,CA,CN,,,10,live,,T,D
2016,I,Paphiopedilum tigrinum,,Orchidales,Orchidaceae,Paphiopedilum,CH,CN,,,10,live,,T,D
2016,I,Paphiopedilum tigrinum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,2,live,,T,A
2016,I,Paphiopedilum tigrinum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,3,3,live,,T,D
2016,I,Paphiopedilum tigrinum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,6,6,live,,T,D
2016,I,Paphiopedilum tigrinum,,Orchidales,Orchidaceae,Paphiopedilum,US,CN,,5,45,live,,T,D
2016,I,Paphiopedilum tigrinum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,2,2,live,,T,D
2016,I,Paphiopedilum tonsum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,5,live,,T,A
2016,I,Paphiopedilum tonsum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,1,1,live,,T,D
2016,I,Paphiopedilum tonsum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,10,10,live,,T,D
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,CA,CN,,,20,live,,T,D
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,CH,CN,,,10,live,,T,D
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,10,live,,T,A
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,8,,live,,T,D
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,6,6,live,,T,D
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,20,,live,,T,D
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,US,CN,,3,65,live,,T,D
2016,I,Paphiopedilum tranlienianum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,20,40,live,,T,D
2016,I,Paphiopedilum urbanianum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,3,live,,T,A
2016,I,Paphiopedilum urbanianum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,4,4,live,,T,D
2016,I,Paphiopedilum urbanianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,10,10,live,,T,D
2016,I,Paphiopedilum urbanianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,2,2,live,,T,D
2016,I,Paphiopedilum urbanianum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,15,15,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,AF,TH,,20,,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,18,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,3,live,,T,A
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TH,,50,,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,24,,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,7,7,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,FR,TW,,125,,cultures,,T,A
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,GB,TW,,30,,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,10,,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,10,10,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,US,CA,,1,,live,,T,D
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,15,15,live,,T,D
2016,I,Paphiopedilum victoria-mariae,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,3,live,,T,D
2016,I,Paphiopedilum victoria-mariae,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,D
2016,I,Paphiopedilum victoria-regina,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,7,live,,T,D
2016,I,Paphiopedilum victoria-regina,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,D
2016,I,Paphiopedilum victoria-regina,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,4,4,live,,T,D
2016,I,Paphiopedilum vietnamense,,Orchidales,Orchidaceae,Paphiopedilum,CH,DE,,,4,live,,T,A
2016,I,Paphiopedilum vietnamense,,Orchidales,Orchidaceae,Paphiopedilum,DE,TW,,10,,live,,T,A
2016,I,Paphiopedilum vietnamense,,Orchidales,Orchidaceae,Paphiopedilum,JP,DE,,6,6,live,,T,D
2016,I,Paphiopedilum vietnamense,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,50,,live,,T,D
2016,I,Paphiopedilum vietnamense,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,8,8,live,,T,D
2016,I,Paphiopedilum villosum,,Orchidales,Orchidaceae,Paphiopedilum,CA,CN,,,30,live,,T,D
2016,I,Paphiopedilum villosum,,Orchidales,Orchidaceae,Paphiopedilum,CH,CN,,,20,live,,T,D
